Taille_mat;Taille_blocs;Run_ID;Time
2048;16;1;44.1715
2048;32;1;49.8774
2048;64;1;49.8216
2048;128;1;49.5111
2048;256;1;49.5536
2048;512;1;49.7979
2048;1024;1;258.896
