Taille_mat;Run_ID;Time
1;1;0.020197
1;2;0.013155
1;3;0.015403
1;4;0.008446
1;5;0.008714
1;6;0.00449
1;7;0.004968
1;8;0.000244
1;9;0.000229
1;10;0.000237
1;11;0.000221
1;12;0.000228
1;13;0.000252
1;14;0.000237
1;15;0.000258
1;16;0.000232
1;17;0.000237
1;18;0.00025
1;19;0.005067
1;20;0.000243
1;21;0.000286
1;22;0.000281
1;23;0.000268
1;24;0.000254
1;25;0.002084
1;26;0.000272
1;27;0.000256
1;28;0.000243
1;29;0.000274
1;30;0.000272
1;31;0.000249
1;32;0.001035
1;33;0.000277
1;34;0.000252
1;35;0.00027
1;36;0.000253
1;37;0.000289
1;38;0.000275
1;39;0.000264
1;40;0.000248
1;41;0.000286
1;42;0.000272
1;43;0.000678
1;44;0.000262
1;45;0.000314
1;46;0.000323
1;47;0.000291
1;48;0.000258
1;49;0.000292
1;50;0.000306
1;51;0.000267
1;52;0.005422
1;53;0.00232
1;54;0.000296
1;55;0.000258
1;56;0.000244
1;57;0.000254
1;58;0.000229
1;59;0.00022
1;60;0.00074
1;61;0.000261
1;62;0.000239
1;63;0.000252
1;64;0.000275
1;65;0.000268
1;66;0.000286
1;67;0.000274
1;68;0.000268
1;69;0.000259
1;70;0.000235
1;71;0.00069
1;72;0.000237
1;73;0.000264
1;74;0.000297
1;75;0.000312
1;76;0.000257
1;77;0.000231
1;78;0.000252
1;79;0.000277
1;80;0.000272
1;81;0.000308
1;82;0.00027
1;83;0.000306
1;84;0.000268
1;85;0.000271
1;86;0.000312
1;87;0.00092
1;88;0.000262
1;89;0.000279
1;90;0.000248
1;91;0.000318
1;92;0.000268
1;93;0.000279
1;94;0.000259
1;95;0.000282
1;96;0.000274
1;97;0.005648
1;98;0.005428
1;99;0.004775
1;100;0.000238
1;101;0.000235
1;102;0.000239
1;103;0.000297
1;104;0.000289
1;105;0.000283
1;106;0.000295
1;107;0.000248
1;108;0.00024
1;109;0.000297
1;110;0.000249
1;111;0.000293
1;112;0.000276
1;113;0.000349
1;114;0.000267
1;115;0.000238
1;116;0.000263
1;117;0.000237
1;118;0.000269
1;119;0.000245
1;120;0.000281
1;121;0.000246
1;122;0.000283
1;123;0.000257
1;124;0.000278
1;125;0.000241
1;126;0.000262
1;127;0.000282
1;128;0.000244
2;1;0.000242
2;2;0.000244
2;3;0.000262
2;4;0.008098
2;5;0.004131
2;6;0.004495
2;7;0.000239
2;8;0.000253
2;9;0.000238
2;10;0.000241
2;11;0.000241
2;12;0.000214
2;13;0.000215
2;14;0.000213
2;15;0.000214
2;16;0.000801
2;17;0.000222
2;18;0.000317
2;19;0.000302
2;20;0.0003
2;21;0.000314
2;22;0.007596
2;23;0.005154
2;24;0.003519
2;25;0.000248
2;26;0.000241
2;27;0.000223
2;28;0.000238
2;29;0.000231
2;30;0.000236
2;31;0.000653
2;32;0.000273
2;33;0.000262
2;34;0.000255
2;35;0.000251
2;36;0.000267
2;37;0.00025
2;38;0.00024
2;39;0.000266
2;40;0.001098
2;41;0.000262
2;42;0.000262
2;43;0.000253
2;44;0.000308
2;45;0.000315
2;46;0.000294
2;47;0.00026
2;48;0.000255
2;49;0.000242
2;50;0.000665
2;51;0.004247
2;52;0.0003
2;53;0.000267
2;54;0.000221
2;55;0.000215
2;56;0.000248
2;57;0.000265
2;58;0.000259
2;59;0.000253
2;60;0.000218
2;61;0.000273
2;62;0.000265
2;63;0.000225
2;64;0.000275
2;65;0.004548
2;66;0.000255
2;67;0.000234
2;68;0.000242
2;69;0.000238
2;70;0.000239
2;71;0.000241
2;72;0.000232
2;73;0.000248
2;74;0.000243
2;75;0.000235
2;76;0.000258
2;77;0.00026
2;78;0.000246
2;79;0.000249
2;80;0.000283
2;81;0.000259
2;82;0.000293
2;83;0.005643
2;84;0.004682
2;85;0.004856
2;86;0.004498
2;87;0.004446
2;88;0.004589
2;89;0.007029
2;90;0.005942
2;91;0.011752
2;92;0.00845
2;93;0.007667
2;94;0.004136
2;95;0.007064
2;96;0.004494
2;97;0.003133
2;98;0.004477
2;99;0.000253
2;100;0.000237
2;101;0.000233
2;102;0.000233
2;103;0.000234
2;104;0.000265
2;105;0.00023
2;106;0.000244
2;107;0.00024
2;108;0.00025
2;109;0.000251
2;110;0.000238
2;111;0.000254
2;112;0.000241
2;113;0.000239
2;114;0.00025
2;115;0.000237
2;116;0.000232
2;117;0.001026
2;118;0.000231
2;119;0.000288
2;120;0.000227
2;121;0.000263
2;122;0.000241
2;123;0.000238
2;124;0.000246
2;125;0.000242
2;126;0.000285
2;127;0.000246
2;128;0.000273
3;1;0.00028
3;2;0.000278
3;3;0.000247
3;4;0.006113
3;5;0.005432
3;6;0.000389
3;7;0.004586
3;8;0.000287
3;9;0.000281
3;10;0.000264
3;11;0.000267
3;12;0.000267
3;13;0.000259
3;14;0.000257
3;15;0.000259
3;16;0.000269
3;17;0.000269
3;18;0.000255
3;19;0.00027
3;20;0.000804
3;21;0.000286
3;22;0.000307
3;23;0.000305
3;24;0.000268
3;25;0.000265
3;26;0.000251
3;27;0.000275
3;28;0.000263
3;29;0.000255
3;30;0.000274
3;31;0.000268
3;32;0.000256
3;33;0.000262
3;34;0.000256
3;35;0.000298
3;36;0.000256
3;37;0.000237
3;38;0.000263
3;39;0.000254
3;40;0.000294
3;41;0.000297
3;42;0.000261
3;43;0.000243
3;44;0.000262
3;45;0.000244
3;46;0.000299
3;47;0.000268
3;48;0.000244
3;49;0.000256
3;50;0.000262
3;51;0.000259
3;52;0.000265
3;53;0.00026
3;54;0.000281
3;55;0.000261
3;56;0.000259
3;57;0.000244
3;58;0.000297
3;59;0.004507
3;60;0.000247
3;61;0.009461
3;62;0.000273
3;63;0.000275
3;64;0.000255
3;65;0.000278
3;66;0.002058
3;67;0.000273
3;68;0.003983
3;69;0.002246
3;70;0.000257
3;71;0.004094
3;72;0.000261
3;73;0.00025
3;74;0.000284
3;75;0.00022
3;76;0.000218
3;77;0.000239
3;78;0.000293
3;79;0.000244
3;80;0.000281
3;81;0.000953
3;82;0.000287
3;83;0.000305
3;84;0.000287
3;85;0.000269
3;86;0.000273
3;87;0.00031
3;88;0.000711
3;89;0.00028
3;90;0.000287
3;91;0.000281
3;92;0.000274
3;93;0.00034
3;94;0.000282
3;95;0.000243
3;96;0.000242
3;97;0.000283
3;98;0.000276
3;99;0.000241
3;100;0.000271
3;101;0.000762
3;102;0.000282
3;103;0.000284
3;104;0.005905
3;105;0.00408
3;106;0.000232
3;107;0.000238
3;108;0.000249
3;109;0.000223
3;110;0.000232
3;111;0.000233
3;112;0.000227
3;113;0.000641
3;114;0.000275
3;115;0.000244
3;116;0.000269
3;117;0.00027
3;118;0.000244
3;119;0.000299
3;120;0.000274
3;121;0.000244
3;122;0.00025
3;123;0.000243
3;124;0.000257
3;125;0.00024
3;126;0.00026
3;127;0.000246
3;128;0.000309
4;1;0.002115
4;2;0.004794
4;3;0.004985
4;4;0.000254
4;5;0.000273
4;6;0.000251
4;7;0.000279
4;8;0.000242
4;9;0.000248
4;10;0.000262
4;11;0.000236
4;12;0.000297
4;13;0.000229
4;14;0.000233
4;15;0.00023
4;16;0.000239
4;17;0.000243
4;18;0.000288
4;19;0.000276
4;20;0.000294
4;21;0.000332
4;22;0.000281
4;23;0.000232
4;24;0.00031
4;25;0.000315
4;26;0.000298
4;27;0.000282
4;28;0.000282
4;29;0.00029
4;30;0.000287
4;31;0.000283
4;32;0.000278
4;33;0.000282
4;34;0.000281
4;35;0.002264
4;36;0.005168
4;37;0.002034
4;38;0.004893
4;39;0.000243
4;40;0.000244
4;41;0.000322
4;42;0.000244
4;43;0.000217
4;44;0.000218
4;45;0.000246
4;46;0.000245
4;47;0.000233
4;48;0.000284
4;49;0.000222
4;50;0.000281
4;51;0.005023
4;52;0.000287
4;53;0.000255
4;54;0.000259
4;55;0.00204
4;56;0.00029
4;57;0.002047
4;58;0.000252
4;59;0.000266
4;60;0.000283
4;61;0.005035
4;62;0.003084
4;63;0.004425
4;64;0.000266
4;65;0.000252
4;66;0.000259
4;67;0.000255
4;68;0.000245
4;69;0.000266
4;70;0.000252
4;71;0.000266
4;72;0.000284
4;73;0.00028
4;74;0.000312
4;75;0.000274
4;76;0.000296
4;77;0.000284
4;78;0.000276
4;79;0.000283
4;80;0.000273
4;81;0.000292
4;82;0.000313
4;83;0.000286
4;84;0.000271
4;85;0.000956
4;86;0.000294
4;87;0.000293
4;88;0.000283
4;89;0.003548
